OTU_ID	Kingdom	Phylum	Class	Order	Family	Genus	Species	High_level_taxonomy	HL_hit_percent_id	HL_hit_query_cover
FOTU_3706	Fungi_1								0	0
FOTU_3707	Fungi_1	Mortierellomycota_1							0	0
FOTU_3708	Rhizaria_1	Cercozoa_1							0	0
FOTU_3709	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Steccherinaceae_1	Junghuhnia_1	Junghuhnia nitida 		0	0
FOTU_3710	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_3711									0	0
FOTU_3712	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1				0	0
FOTU_3713	Fungi_1	Ascomycota_1	Taphrinomycetes_1	Taphrinales_1	Taphrinaceae_1	Taphrina_1			0	0
FOTU_3714									0	0
FOTU_3715									0	0
FOTU_3716									0	0
FOTU_3717	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1					0	0
FOTU_3718	Rhizaria_1	Cercozoa_1							0	0
FOTU_3719									0	0
FOTU_3720									0	0
FOTU_3721									0	0
FOTU_3722	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1					0	0
FOTU_3723	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_3724	Fungi_1	Basidiomycota_1	Tremellomycetes_1	Filobasidiales_1	Filobasidiaceae_1	Naganishia_1		Fungi-EMMF22,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium	84.615	78
FOTU_3725									0	0
FOTU_3726	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Entrophosporales_1	Entrophosporaceae_1	Entrophospora_1			0	0
FOTU_3727									0	0
FOTU_3728									0	0
FOTU_3729	Fungi_1	Chytridiomycota_1							0	0
FOTU_3730	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1			0	0
FOTU_3731	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Plectosphaerellaceae_1			Fungi-CCHF3B,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis	86.243	91
FOTU_3732									0	0
FOTU_3733									0	0
FOTU_3734									0	0
FOTU_3735									0	0
FOTU_3736									0	0
FOTU_3737									0	0
FOTU_3738									0	0
FOTU_3739									0	0
FOTU_3740									0	0
FOTU_3741									0	0
FOTU_3742									0	0
FOTU_3743	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1					0	0
FOTU_3744									0	0
FOTU_3745	Fungi_1	Ascomycota_1	Sordariomycetes_1	Savoryellales_1	Savoryellaceae_1	Savoryella_1			0	0
FOTU_3746	Fungi_1	Sanchytriomycota_1	Sanchytriomycetes_1	Sanchytriales_1	Sanchytriaceae_1	Sanchytrium_1			0	0
FOTU_3747	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Mycothermus_1	Mycothermus thermophilus 		0	0
FOTU_3748	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_3749									0	0
FOTU_3750									0	0
FOTU_3751									0	0
FOTU_3752									0	0
FOTU_3753	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1	Cyphellophoraceae_1	Cyphellophora_1			0	0
FOTU_3754	Fungi_1	Kickxellomycota_1	Ramicandelaberomycetes_1	Ramicandelaberales_1	Ramicandelaberaceae_1	Ramicandelaber_1			0	0
FOTU_3755									0	0
FOTU_3756	Fungi_1	Basidiomycota_1							0	0
FOTU_3757									0	0
FOTU_3758	Fungi_1								0	0
FOTU_3759									0	0
FOTU_3760	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Cordycipitaceae_1				0	0
FOTU_3761									0	0
FOTU_3762									0	0
FOTU_3763	Rhizaria_1	Cercozoa_1							0	0
FOTU_3764	Rhizaria_1	Cercozoa_1							0	0
FOTU_3765	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymosphaeriaceae_1	Paraconiothyrium_1			0	0
FOTU_3766	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Ganodermataceae_1	Ganoderma_1	Ganoderma carnosum 		0	0
FOTU_3767	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_3768	Fungi_1	Basidiomycota_1	Agaricomycetes_1						0	0
FOTU_3769	Rhizaria_1	Cercozoa_1							0	0
FOTU_3770	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Nectriaceae_1	Fusarium_1		Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	96.517	100
FOTU_3771	Fungi_1	Ascomycota_1	Sordariomycetes_1	Magnaporthales_1	Magnaporthaceae_1	Magnaporthiopsis_1			0	0
FOTU_3772	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Amesia_1	Amesia atrobrunnea 	Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	89.552	100
FOTU_3773									0	0
FOTU_3774									0	0
FOTU_3775	Fungi_1	Calcarisporiellomycota_1	Calcarisporiellomycetes_1	Calcarisporiellales_1	Calcarisporiellaceae_1				0	0
FOTU_3776	Fungi_1								0	0
FOTU_3777									0	0
FOTU_3778									0	0
FOTU_3779									0	0
FOTU_3780	Fungi_1	Basidiomycota_1	Cystobasidiomycetes_1	Erythrobasidiales_1	Erythrobasidiaceae_1	Erythrobasidium_1		Fungi-EMMF75,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Erythrobasidium	97.475	99
FOTU_3781									0	0
FOTU_3782	Rhizaria_1	Cercozoa_1							0	0
FOTU_3783	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1	Entoloma abortivum 		0	0
FOTU_3784									0	0
FOTU_3785	Fungi_1								0	0
FOTU_3786									0	0
FOTU_3787	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Ophiocordycipitaceae_1				0	0
FOTU_3788									0	0
FOTU_3789									0	0
FOTU_3790									0	0
FOTU_3791	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Pleosporaceae_1	Pyrenophora_1	Pyrenophora avenicola 		0	0
FOTU_3792	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1					0	0
FOTU_3793	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lycoperdaceae_1	Lycoperdon_1			0	0
FOTU_3794	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1					0	0
FOTU_3795									0	0
FOTU_3796	Fungi_1								0	0
FOTU_3797	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pseudorobillardaceae_1	Pseudorobillarda_1				0	0
FOTU_3798	Fungi_1								0	0
FOTU_3799									0	0
FOTU_3800	Fungi_1	Chytridiomycota_1							0	0
FOTU_3801									0	0
FOTU_3802									0	0
FOTU_3803	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Periconiaceae_1	Periconia_1	Periconia imperatae 		0	0
FOTU_3804	Rhizaria_1	Cercozoa_1							0	0
FOTU_3805									0	0
FOTU_3806									0	0
FOTU_3807	Fungi_1	Rozellomycota_1							0	0
FOTU_3808									0	0
FOTU_3809	Metazoa_1								0	0
FOTU_3810	Fungi_1								0	0
FOTU_3811	Fungi_1	Ascomycota_1	Dothideomycetes_1	Venturiales_1	Sympoventuriaceae_1	Scolecobasidium_1			0	0
FOTU_3812	Ichthyosporia_1								0	0
FOTU_3813	Fungi_1	Basidiomycota_1	Agaricostilbomycetes_1	Agaricostilbales_1					0	0
FOTU_3814	Fungi_1	Basidiomycota_1							0	0
FOTU_3815	Fungi_1							Fungi-ZANF71,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria	85.629	83
FOTU_3816									0	0
FOTU_3817									0	0
FOTU_3818									0	0
FOTU_3819	Rhizaria_1	Cercozoa_1							0	0
FOTU_3820									0	0
FOTU_3821									0	0
FOTU_3822	Fungi_1	Basidiomycota_1							0	0
FOTU_3823	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1						0	0
FOTU_3824	Fungi_1	Chytridiomycota_1							0	0
FOTU_3825	Fungi_1	Chytridiomycota_1							0	0
FOTU_3826	Rhizaria_1	Cercozoa_1							0	0
FOTU_3827	Fungi_1	Chytridiomycota_1	Lobulomycetes_1	Lobulomycetales_1	Alogomycetaceae_1	Alogomyces_1	Alogomyces tanneri 		0	0
FOTU_3828									0	0
FOTU_3829	Fungi_1	Basidiomycota_1	Microbotryomycetes_1					Fungi-CHH6_A,p__Basidiomycota,c__Microbotryomycetes,o__Leucosporidiales,f__Leucosporidiaceae,g__Leucosporidium,s__Leucosporidium_golubevii	85.492	96
FOTU_3830	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Entoloma_1	Entoloma pygmaeopapillatum 		0	0
FOTU_3831									0	0
FOTU_3832	Fungi_1	Basidiomycota_1	Microbotryomycetes_1						0	0
FOTU_3833									0	0
FOTU_3834	Fungi_1	Chytridiomycota_1							0	0
FOTU_3835									0	0
FOTU_3836									0	0
FOTU_3837	Fungi_1	Chytridiomycota_1							0	0
FOTU_3838	Fungi_1	Chytridiomycota_1							0	0
FOTU_3839									0	0
FOTU_3840	Fungi_1	Rozellomycota_1	Gs05_1						0	0
FOTU_3841	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1			Fungi-CHH14,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	79.904	100
FOTU_3842									0	0
FOTU_3843	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Agaricaceae_1	Lepiota_1			0	0
FOTU_3844	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1				Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	80.769	100
FOTU_3845									0	0
FOTU_3846	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_3847									0	0
FOTU_3848	Rhizaria_1	Cercozoa_1							0	0
FOTU_3849	Fungi_1	Rozellomycota_1							0	0
FOTU_3850	Rhizaria_1	Cercozoa_1							0	0
FOTU_3851	Fungi_1	Chytridiomycota_1							0	0
FOTU_3852	Fungi_1	Rozellomycota_1							0	0
FOTU_3853	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Psathyrellaceae_1				0	0
FOTU_3854									0	0
FOTU_3855									0	0
FOTU_3856	Ichthyosporia_1								0	0
FOTU_3857	Fungi_1	Ascomycota_1							0	0
FOTU_3858	Fungi_1	Ascomycota_1	Sordariomycetes_1	Atractosporales_1	Conlariaceae_1	Conlarium_1			0	0
FOTU_3859	Fungi_1	Ascomycota_1	Taphrinomycetes_1	Taphrinales_1	Taphrinaceae_1	Taphrina_1			0	0
FOTU_3860	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Tetraplosphaeriaceae_1	Tetraploa_1			0	0
FOTU_3861									0	0
FOTU_3862	Rhizaria_1	Cercozoa_1							0	0
FOTU_3863	Fungi_1								0	0
FOTU_3864									0	0
FOTU_3865									0	0
FOTU_3866	Fungi_1								0	0
FOTU_3867	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_3868	Fungi_1	Basidiomycota_1	Malasseziomycetes_1	Malasseziales_1	Malasseziaceae_1	Malassezia_1			0	0
FOTU_3869	Fungi_1	Basidiomycota_1							0	0
FOTU_3870									0	0
FOTU_3871	Rhizaria_1	Cercozoa_1							0	0
FOTU_3872	Fungi_1	Chytridiomycota_1	Chytridiomycetes_1	Chytridiales_1	Chytridiaceae_1				0	0
FOTU_3873	Fungi_1	Blastocladiomycota_1							0	0
FOTU_3874	Fungi_1	Rozellomycota_1							0	0
FOTU_3875									0	0
FOTU_3876	Fungi_1	Chytridiomycota_1							0	0
FOTU_3877									0	0
FOTU_3878	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1					0	0
FOTU_3879									0	0
FOTU_3880	Rhizaria_1	Cercozoa_1							0	0
FOTU_3881									0	0
FOTU_3882	Fungi_1	Basidiomycota_1							0	0
FOTU_3883	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Eurotiales_1	Aspergillaceae_1	Penicillium_1		Fungi-OEO_O50,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium	89.109	100
FOTU_3884	Rhizaria_1	Cercozoa_1							0	0
FOTU_3885	Rhizaria_1	Cercozoa_1							0	0
FOTU_3886									0	0
FOTU_3887	Metazoa_1	Arthropoda_1	Insecta_1	Diptera_1					0	0
FOTU_3888	Fungi_1	Ascomycota_1	Sordariomycetes_1						0	0
FOTU_3889									0	0
FOTU_3890	Rhizaria_1	Cercozoa_1							0	0
FOTU_3891	Rhizaria_1	Cercozoa_1							0	0
FOTU_3892	Fungi_1								0	0
FOTU_3893	Rhizaria_1	Cercozoa_1							0	0
FOTU_3894	Fungi_1								0	0
FOTU_3895	Rhizaria_1	Cercozoa_1							0	0
FOTU_3896	Fungi_1	Ascomycota_1							0	0
FOTU_3897									0	0
FOTU_3898									0	0
FOTU_3899	Fungi_1	Basidiomycota_1							0	0
FOTU_3900									0	0
FOTU_3901	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Pleosporaceae_1	Pyrenophora_1	Pyrenophora biseptata 		0	0
FOTU_3902									0	0
FOTU_3903	Fungi_1	Rozellomycota_1							0	0
FOTU_3904									0	0
FOTU_3905									0	0
FOTU_3906									0	0
FOTU_3907	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_3908	Rhizaria_1	Cercozoa_1							0	0
FOTU_3909	Fungi_1	Chytridiomycota_1							0	0
FOTU_3910	Fungi_1								0	0
FOTU_3911	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1			Fungi-OEO_O302,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Linnemannia,s__Linnemannia_elongata	96.535	100
FOTU_3912	Fungi_1	Chytridiomycota_1							0	0
FOTU_3913									0	0
FOTU_3914									0	0
FOTU_3915									0	0
FOTU_3916									0	0
FOTU_3917									0	0
FOTU_3918									0	0
FOTU_3919	Fungi_1	Ascomycota_1	Sordariomycetes_1	Myrmecridiales_1	Myrmecridiaceae_1	Myrmecridium_1			0	0
FOTU_3920	Fungi_1	Ascomycota_1	Dothideomycetes_1						0	0
FOTU_3921									0	0
FOTU_3922	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Lyophyllaceae_1	Gerhardtia_1			0	0
FOTU_3923	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Arachnomycetales_1	Arachnomycetaceae_1	Arachnomyces_1			0	0
FOTU_3924	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1					0	0
FOTU_3925									0	0
FOTU_3926									0	0
FOTU_3927									0	0
FOTU_3928	Fungi_1								0	0
FOTU_3929									0	0
FOTU_3930	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Chaetothyriales_1					0	0
FOTU_3931									0	0
FOTU_3932	Rhizaria_1	Cercozoa_1							0	0
FOTU_3933	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Trechisporales_1	Hydnodontaceae_1	Trechispora_1			0	0
FOTU_3934									0	0
FOTU_3935									0	0
FOTU_3936	Fungi_1	Mortierellomycota_1	Mortierellomycetes_1	Mortierellales_1	Mortierellaceae_1	Mortierella_1			0	0
FOTU_3937	Rhizaria_1	Cercozoa_1							0	0
FOTU_3938	Fungi_1	Ascomycota_1	Pezizomycetes_1	Pezizales_1	Ascobolaceae_1	Ascobolus_1			0	0
FOTU_3939	Fungi_1								0	0
FOTU_3940	Fungi_1	Ascomycota_1	Dothideomycetes_1						0	0
FOTU_3941	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_3942	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Ophiocordycipitaceae_1				0	0
FOTU_3943	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1	Chaetomium_1			0	0
FOTU_3944									0	0
FOTU_3945	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Chaetomiaceae_1			Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	96.000	100
FOTU_3946	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Panaeolina_1	Panaeolina foenisecii 			0	0
FOTU_3947	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1	Podosporaceae_1	Cladorrhinum_1	Cladorrhinum flexuosum 	Fungi-CCHF66,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Humicola,s__Humicola_sardiniae	81.951	100
FOTU_3948	Fungi_1	Ascomycota_1	Dothideomycetes_1	Tubeufiales_1	Tubeufiaceae_1				0	0
FOTU_3949									0	0
FOTU_3950	Rhizaria_1	Cercozoa_1							0	0
FOTU_3951									0	0
FOTU_3952									0	0
FOTU_3953									0	0
FOTU_3954									0	0
FOTU_3955	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Sebacinales_1	Serendipitaceae_1	Serendipita_1			0	0
FOTU_3956	Fungi_1	Chytridiomycota_1	Chytridiomycetes_1	Chytridiales_1					0	0
FOTU_3957									0	0
FOTU_3958	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Phallales_1	Phallaceae_1	Phallus_1	Phallus rugulosus 		0	0
FOTU_3959	Fungi_1	Chytridiomycota_1							0	0
FOTU_3960									0	0
FOTU_3961	Rhizaria_1	Cercozoa_1							0	0
FOTU_3962	Rhizaria_1	Cercozoa_1							0	0
FOTU_3963	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Auriculariales_1	Oliveoniaceae_1	Oliveonia_1			0	0
FOTU_3964									0	0
FOTU_3965	Fungi_1								0	0
FOTU_3966	Fungi_1	Basidiomycota_1							0	0
FOTU_3967	Fungi_1								0	0
FOTU_3968	Fungi_1	Ascomycota_1							0	0
FOTU_3969									0	0
FOTU_3970	Fungi_1	Ascomycota_1	Sordariomycetes_1	Diaporthales_1	Valsaceae_1				0	0
FOTU_3971	Fungi_1	Ascomycota_1	Triscelophorus_1						0	0
FOTU_3972									0	0
FOTU_3973									0	0
FOTU_3974	Fungi_1	Basidiomycota_1	Microbotryomycetes_1	Sporidiobolales_1	Sporidiobolaceae_1	Rhodotorula_1	Rhodotorula toruloides 		0	0
FOTU_3975	Rhizaria_1	Cercozoa_1							0	0
FOTU_3976									0	0
FOTU_3977	Fungi_1	Rozellomycota_1							0	0
FOTU_3978	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Stephanosporaceae_1	Cristinia_1			0	0
FOTU_3979									0	0
FOTU_3980									0	0
FOTU_3981	Fungi_1	Rozellomycota_1							0	0
FOTU_3982	Fungi_1	Ascomycota_1	Sordariomycetes_1	Sordariales_1				Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	80.556	100
FOTU_3983	Fungi_1	Chytridiomycota_1	Rhizophlyctidomycetes_1	Rhizophlyctidales_1	Rhizophlyctidaceae_1	Rhizophlyctis_1			0	0
FOTU_3984									0	0
FOTU_3985	Fungi_1	Chytridiomycota_1	Spizellomycetes_1	Spizellomycetales_1					0	0
FOTU_3986	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_3987	Fungi_1	Monoblepharomycota_1	Monoblepharidomycetes_1	Monoblepharidales_1					0	0
FOTU_3988	Fungi_1	Ascomycota_1	Lecanoromycetes_1	Ostropales_1	Stictidaceae_1	Karstenia_1			0	0
FOTU_3989									0	0
FOTU_3990									0	0
FOTU_3991									0	0
FOTU_3992									0	0
FOTU_3993	Fungi_1	Ascomycota_1	Sordariomycetes_1	Junewangiaceae_1					0	0
FOTU_3994	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Bionectriaceae_1				0	0
FOTU_3995									0	0
FOTU_3996									0	0
FOTU_3997	Fungi_1	Ascomycota_1	Dothideomycetes_1	Tubeufiales_1	Tubeufiaceae_1				0	0
FOTU_3998									0	0
FOTU_3999	Fungi_1	Kickxellomycota_1	Kickxellomycetes_1	Kickxellales_1	Kickxellaceae_1	Spiromyces_1			0	0
FOTU_4000	Fungi_1	Rozellomycota_1							0	0
FOTU_4001	Fungi_1	Rozellomycota_1							0	0
FOTU_4002	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Metarhizium_1		Fungi-CHH22,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma	100.000	80
FOTU_4003	Fungi_1								0	0
FOTU_4004	Fungi_1	Basidiomycota_1							0	0
FOTU_4005	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Calloriaceae_1	Calloria_1			0	0
FOTU_4006	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Onygenales_1	Gymnoascaceae_1				0	0
FOTU_4007	Fungi_1	Calcarisporiellomycota_1	Calcarisporiellomycetes_1	Calcarisporiellales_1	Calcarisporiellaceae_1	Calcarisporiella_1			0	0
FOTU_4008									0	0
FOTU_4009	Fungi_1	Ascomycota_1	Sordariomycetes_1	Microascales_1	Halosphaeriaceae_1				0	0
FOTU_4010	Rhizaria_1	Cercozoa_1							0	0
FOTU_4011									0	0
FOTU_4012									0	0
FOTU_4013	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Hymenochaetales_1	Hymenochaetaceae_1	Phylloporia_1	Phylloporia amplectens 		0	0
FOTU_4014	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coronophorales_1					0	0
FOTU_4015									0	0
FOTU_4016	Fungi_1								0	0
FOTU_4017	Fungi_1	Rozellomycota_1							0	0
FOTU_4018									0	0
FOTU_4019	Rhizaria_1	Cercozoa_1							0	0
FOTU_4020	Fungi_1	Chytridiomycota_1							0	0
FOTU_4021	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1	Alphamycetaceae_1	Betamyces_1			0	0
FOTU_4022	Rhizaria_1	Cercozoa_1							0	0
FOTU_4023	Rhizaria_1	Cercozoa_1							0	0
FOTU_4024									0	0
FOTU_4025	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Clavicipitaceae_1	Metacordyceps_1	Metacordyceps chlamydosporia 		0	0
FOTU_4026	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Didymosphaeriaceae_1				0	0
FOTU_4027	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Cordycipitaceae_1	Lecanicillium_1			0	0
FOTU_4028									0	0
FOTU_4029									0	0
FOTU_4030	Fungi_1	Ascomycota_1	Saccharomycetes_1	Saccharomycetales_1	Saccharomycetaceae_1	Zygosaccharomyces_1	Zygosaccharomyces rouxii 		0	0
FOTU_4031	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Polyporales_1	Meripilaceae_1	Rigidoporus_1	Rigidoporus sp  		0	0
FOTU_4032	Fungi_1	Ascomycota_1	Sordariomycetes_1	Magnaporthales_1	Magnaporthaceae_1	Magnaporthiopsis_1	Magnaporthiopsis meyeri-festucae 		0	0
FOTU_4033									0	0
FOTU_4034	Fungi_1	Glomeromycota_1	Glomeromycetes_1	Glomerales_1					0	0
FOTU_4035									0	0
FOTU_4036	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Entolomataceae_1	Clitopilus_1			0	0
FOTU_4037									0	0
FOTU_4038	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1	Orbiliaceae_1				0	0
FOTU_4039									0	0
FOTU_4040									0	0
FOTU_4041	Rhizaria_1	Cercozoa_1							0	0
FOTU_4042	Fungi_1	Ascomycota_1	Dothideomycetes_1						0	0
FOTU_4043	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Stachybotryaceae_1			Fungi-ZANF62,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium	79.512	100
FOTU_4044	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_4045	Fungi_1	Ascomycota_1	Sordariomycetes_1	Coniochaetales_1	Cordanaceae_1	Cordana_1		Fungi-ZANF68,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Pseudothielavia,s__Pseudothielavia_arxii	81.481	100
FOTU_4046	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_4047									0	0
FOTU_4048	Fungi_1	Basidiomycota_1	Agaricomycetes_1	Agaricales_1	Agaricaceae_1	Lepiota_1			0	0
FOTU_4049									0	0
FOTU_4050									0	0
FOTU_4051	Viridiplantae_1	Streptophycophyta_1							0	0
FOTU_4052	Fungi_1	Rozellomycota_1							0	0
FOTU_4053									0	0
FOTU_4054	Fungi_1	Rozellomycota_1							0	0
FOTU_4055									0	0
FOTU_4056	Fungi_1	Ascomycota_1	Eurotiomycetes_1	Onygenales_1					0	0
FOTU_4057	Fungi_1	Ascomycota_1	Orbiliomycetes_1	Orbiliales_1					0	0
FOTU_4058									0	0
FOTU_4059	Fungi_1	Rozellomycota_1							0	0
FOTU_4060	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1	Periconiaceae_1	Periconia_1	Periconia pseudobyssoides 		0	0
FOTU_4061	Fungi_1	Ascomycota_1	Sordariomycetes_1	Glomerellales_1	Plectosphaerellaceae_1	Brunneomyces_1	Brunneomyces brunnescens 	Fungi-CHH3_A,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,s__Gibellulopsis_piscis	88.587	91
FOTU_4062	Fungi_1								0	0
FOTU_4063									0	0
FOTU_4064	Rhizaria_1	Cercozoa_1							0	0
FOTU_4065	Fungi_1	Ascomycota_1	Leotiomycetes_1	Helotiales_1	Pezizellaceae_1	Chalara_1			0	0
FOTU_4066									0	0
FOTU_4067	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_4068									0	0
FOTU_4069	Fungi_1								0	0
FOTU_4070	Fungi_1	Ascomycota_1	Sordariomycetes_1	Hypocreales_1	Ophiocordycipitaceae_1				0	0
FOTU_4071	Fungi_1	Chytridiomycota_1	Rhizophydiomycetes_1	Rhizophydiales_1					0	0
FOTU_4072	Rhizaria_1	Cercozoa_1							0	0
FOTU_4073									0	0
FOTU_4074	Fungi_1	Ascomycota_1							0	0
FOTU_4075	Fungi_1	Ascomycota_1	Dothideomycetes_1	Pleosporales_1					0	0
FOTU_4076	Rhizaria_1	Cercozoa_1							0	0
FOTU_4077	Rhizaria_1	Cercozoa_1							0	0
